G G B Y R L B 3 B G 
Y R G G G G L L B Y 
L B L G G 2 Y B G Y 
G Y G Y R B R R Y B 
B L R L G G R G B Y 
B B Y B B 3 2 B L G 
R L Y B L L R R L R 
R B L B Y G R G R G 
Y G B L B L 2 Y 3 Y 
L R B R 1 L R B L Y 
L L Y Y R R B B B 2 
L G L L R B R G R G 
R B R B B L L L Y 3 
G G G Y B B L R Y L 
B R B 5 L R B G B G 
L R R B L L L Y G G 
R R Y G B Y Y G G R 
1 R G B L L G L Y L 
L Y R B G Y B 3 B Y 
R G Y G L R R B B L 
G L 2 G R B Y G R 5 
L Y L L R R G 1 L Y 
R L G B L R Y L B Y 
3 B Y G B Y L R R B 
L L B 3 L Y 2 L R L 
L B B G G Y R Y 5 Y 
B G L B Y Y L R L 2 
R B 1 Y B R L 2 L Y 
L L B B Y R 3 G B L 
L G G B G L R B G B 
Y Y B G L G R B B Y 
B Y L Y R L B Y B Y 
1 R R Y Y Y G R Y R 
G B Y B R Y 2 Y Y B 
R B L L G L Y Y B B 
R L B R L L R B B G 
B G 3 R B B Y G Y L 
L G L B G L R Y Y B 
G L L G L G 1 B L L 
G B G B Y R L R L B 
L 5 5 5 G B B L 1 R 
4 B G Y 2 L G R G B 
R R R G G R Y B L R 
G Y 3 1 L Y B L R R 
G B G L R G G R R B 
G R 2 G B G L G G Y 
Y B Y R B Y Y 3 B G 
Y Y Y Y G L Y B R L 
B G G L B G B Y G G 
Y 1 Y Y B L L R G R 
Y 3 G B 5 R B G B Y 
G G 2 R R B L B Y L 
R R B L G B Y Y B R 
G B R L R R G Y R 3 
Y L B B R R Y Y L B 
L G B Y B L B 2 L L 
R L Y B G 2 B R G G 
G 3 R Y L G G Y Y L 
3 L G B L G B L G R 
B L L G Y G Y Y R G 
L R R R G G L R Y Y 
L G G B G G L B B G 
Y L Y B B R B 1 5 Y 
Y 1 2 Y B B G 5 L Y 
R G 2 R R L Y R Y G 
B L R G Y Y G R G L 
G R L Y B R B Y G Y 
Y B G R R B B G Y R 
R L G R R L L B 3 R 
G R R G L Y R Y B B 
R Y R G G B L 4 Y R 
Y Y Y R Y R B Y L Y 
L Y R G Y B 4 Y R R 
G Y B 4 R L R G B 5 
G G Y Y B B R 2 5 L 
G L L L L Y G Y B L 
B L B 1 5 Y R L L L 
Y G B R B B R 1 L G 
Y 1 L L G L L L Y Y 
L R L L R B Y G G Y 
Y G B R G B Y R B Y 
R L Y G Y Y L L R 2 
2 L B L 2 R L B R G 
G L Y G R Y G R G G 
L L B G L B R G L L 
Y 2 R R L G G R Y G 
G R Y 3 Y 2 Y B B G 
G Y B Y 2 B G G B 3 
Y L 2 L R 3 G Y Y G 
B Y Y Y B 2 3 B R G 
G R 3 R B L L Y B G 
1 B B L B R B B B R 
B R L B R B L B R 4 
L Y Y L B R L G B B 
R Y R Y B 3 R R R 1 
L R G Y 1 L L G 5 B 
R R R Y Y R L R L G 
2 L R R B L Y 3 B G 
L G R L Y 4 G L B Y 
B B L R B L L R G G 
R R R B 2 L B Y R B 
L Y L L R G L L L R 
B G R G G 5 B 3 G B 
B G B L B G B 3 Y B 
B B B R B Y R L G G 
Y R Y G B R Y Y G R 
R L Y 4 R R Y R B Y 
G G G R Y B R R B G 
5 Y 1 Y Y G B 1 R G 
G R L Y G L Y R Y 1 
L L B Y R R G R B B 
R Y B L B G B Y L G 
Y 1 L B B 1 L B L R 
L L R L B G Y B B L 
Y L R G B 2 Y Y B Y 
Y 1 R L G Y L Y R G 
R R G L G G 3 R R R 
B B Y 5 L 5 Y Y R 1 
B Y G L G 1 1 L B R 
R B L R Y L R G G R 
3 L R L 1 L B 3 L Y 
Y R B L Y R Y B L B 
L L B L 5 B R R R G 
Y 2 R L G G 3 G B L 
G G B G L R 2 G Y L 
G Y Y G G G B R Y R 
5 L R R R L R B Y B 
Y 2 G 3 L G R L B Y 
Y G Y R G R Y 3 3 G 
5 G L R G L Y Y L Y 
Y Y L L L G G B Y B 
Y 3 Y R L R 3 Y B 3 
B G G B R G R G 1 G 
G B B 3 G 3 B 2 R R 
L G G 1 2 B G L Y R 
L 1 G Y R G Y L L Y 
Y G 2 R G G L B Y L 
L G G 5 L G Y B G R 
3 B R B G R 1 3 Y G 
G 3 G B G 5 Y R L R 
Y B L G L L B Y B L 
Y L B G R 3 R 3 4 L 
G B Y B L L B 1 R G 
Y Y L G L 3 Y B B Y 
L L L 3 G L B R R G 
L B R L L 3 3 Y B Y 
G B G R R Y Y B 1 R 
Y L 3 L L Y G L L R 
G R L G Y B G B G R 
G B B Y G G Y B L 3 
G Y B L 2 B 3 L B G 
R 3 R B B Y B R G B 
B L G Y R 5 B Y 4 Y 
5 G R Y R Y B 2 B B 
Y B 5 G G R G G G B 
L L L L R L G L L G 
G L Y L B R G B Y L 
R R L 3 L 5 B Y R B 
Y Y B R 1 B Y G B 1 
1 G R G Y Y 1 Y L G 
L B Y Y R 5 L B L R 
G Y B 1 R L R G L R 
B R G L Y Y L R B G 
L G Y B 2 B B Y R Y 
G Y G G 4 L L G 5 G 
Y B Y 2 R B G B R R 
G Y B 2 1 R R L 1 B 
B G B Y 2 B G B B B 
L Y Y R R Y 1 G Y G 
Y B B L B B G Y L Y 
R L G B 1 R G R L G 
Y G B 5 Y Y B G Y L 
B Y G G B R B Y L 4 
Y Y L L R Y L Y Y G 
R 2 Y G B 1 R 5 L L 
L Y L G 4 Y G G L G 
R R G B L L R Y L 4 
R G R R Y G Y Y B B 
R L L Y Y L Y Y B G 
R G L R L R B L Y Y 
R G G R R G L R G R 
L R B G L B L L Y B 
B L Y L 5 3 Y 2 5 Y 
L R Y R R G L G G R 
B R G R R G Y L R L 
Y Y R G L R R B B Y 
L L G G G B G R Y L 
Y Y L Y R R L G R Y 
B 2 L R L 5 1 Y G B 
